Date,Open,High,Low,Close,Volume
5/7/1991,33.44853,34.814219,32.989708,34.734777,3439947
5/8/1991,35.121535,35.618672,34.84746,34.970987,2558065
5/9/1991,35.354245,35.84417,34.647101,35.07972,1272082
5/10/1991,35.45913,36.015036,35.296914,35.725773,970934
5/13/1991,35.663476,36.037583,35.48533,35.55182,7626869
5/14/1991,35.709195,36.101658,34.546034,34.783889,2194023
5/15/1991,34.680144,35.445834,34.52445,35.245958,1668093
5/16/1991,35.077546,35.34247,34.233862,34.546095,2793538
5/17/1991,34.49137,35.236231,34.419694,34.995555,4480460
5/20/1991,35.383735,35.833154,33.967005,34.36031,1123976
5/21/1991,34.071242,34.323119,33.429062,33.828925,1036780
5/22/1991,33.692549,33.82466,33.269333,33.408384,3374440
5/23/1991,33.798769,34.256185,33.357852,33.637912,2025240
5/24/1991,33.714295,34.488116,33.533824,34.347305,5356345
5/27/1991,34.66565,34.754542,34.465142,34.655219,1432837
5/28/1991,34.29432,34.41199,34.064912,34.252641,1284610
5/29/1991,33.993266,34.76779,33.519104,34.60785,1240297
5/30/1991,34.558386,34.69138,33.812512,33.959771,1437018
5/31/1991,33.865084,34.27146,33.173236,33.400664,1262532
6/3/1991,33.792133,34.020859,33.039807,33.340451,2117238
6/4/1991,33.255823,34.05685,33.159577,33.619863,2064938
6/5/1991,33.934852,34.11918,32.98629,33.415529,1657439
6/6/1991,33.702813,34.085081,33.097419,33.159195,1840265
6/7/1991,33.437893,33.788978,32.789958,33.130545,2017381
6/10/1991,33.211508,34.071044,32.942904,33.771601,2819464
6/11/1991,33.573848,34.055932,32.886111,33.292116,1872847
6/12/1991,33.08721,33.498316,32.744083,32.902745,1975249
6/13/1991,32.911997,33.192718,32.3846,32.66654,1329111
6/14/1991,32.601614,33.625434,32.336055,33.383403,1341700
6/17/1991,33.706018,34.163763,32.566403,32.955058,2456896
6/18/1991,33.222618,33.567112,32.361887,32.724903,1232179
6/19/1991,32.508684,32.8472,31.688005,31.869883,3167170
6/20/1991,31.901931,32.386619,31.596607,31.859614,1083335
6/21/1991,31.654613,32.253191,31.206567,31.871254,972791
6/24/1991,32.36959,32.681989,31.043947,31.372058,2745508
6/25/1991,31.333216,32.441024,31.00404,32.014157,3522112
6/26/1991,31.794766,32.337783,31.563701,32.019309,1743159
6/27/1991,31.741975,31.842474,31.239707,31.66043,674993
6/28/1991,31.65542,32.258893,31.597187,31.869331,1081423
7/1/1991,32.558715,32.858902,32.09533,32.207125,16132658
7/2/1991,31.850275,31.930777,31.369911,31.433677,1249386
7/3/1991,31.407569,31.602987,31.210723,31.461763,8411310
7/4/1991,31.694763,32.467372,31.472629,32.158418,9458831
7/5/1991,32.048446,32.275857,31.52287,31.872548,1466848
7/8/1991,31.693366,32.214539,31.204759,31.723567,1622080
7/9/1991,31.657462,31.896455,31.257215,31.649974,3621695
7/10/1991,32.434752,32.54164,31.580652,31.935375,3895961
7/11/1991,31.923419,32.108756,31.030846,31.508457,2917958
7/12/1991,31.531806,32.289258,31.338784,31.822364,2535034
7/15/1991,32.126073,32.587781,31.428195,31.55762,1541279
7/16/1991,31.591338,32.741822,31.171795,32.495049,1879098
7/17/1991,32.375448,32.524281,32.206469,32.457648,1579490
7/18/1991,32.080542,32.350398,30.992982,31.457027,2786712
7/19/1991,31.577327,31.889244,31.208294,31.663912,1368761
7/22/1991,31.827703,32.083689,31.694278,31.75164,3983293
7/23/1991,32.031071,32.176658,31.4684,31.735425,2371393
7/24/1991,31.717506,32.80941,31.586023,32.416555,1160798
7/25/1991,32.034469,32.09807,31.383693,31.700547,7088334
7/26/1991,31.204085,31.743973,30.928598,31.348073,2803441
7/29/1991,31.593241,31.646591,31.257346,31.424943,2819746
7/30/1991,31.443948,31.837458,31.335385,31.581994,468889
7/31/1991,31.498469,31.82288,31.304992,31.586873,751344
8/1/1991,31.392311,31.762679,30.670147,30.73815,3530485
8/2/1991,30.73518,31.019739,30.32465,30.593707,1286363
8/5/1991,30.531332,31.618767,30.124678,31.488177,2677999
8/6/1991,31.733504,31.804939,30.734292,31.040067,1822790
8/7/1991,31.018451,31.120741,30.640468,30.906131,1350915
8/8/1991,31.034722,31.299039,30.917391,31.221947,3114357
8/9/1991,31.057502,31.840955,30.9644,31.691785,2462362
8/12/1991,31.934024,32.397125,31.491457,32.096152,3087933
8/13/1991,31.773241,32.334952,31.385547,31.917587,1218585
8/14/1991,31.95695,32.227465,31.109769,31.363202,2427797
8/15/1991,31.055444,32.735163,30.865943,32.305465,2995335
8/16/1991,32.500187,32.952758,32.335424,32.626613,1565695
8/19/1991,32.729113,32.934917,32.662832,32.738211,2377147
8/20/1991,32.528376,33.847685,32.291706,33.513719,1929877
8/21/1991,34.001433,34.117052,32.45396,32.657455,3919676
8/22/1991,32.846176,33.195099,31.761426,31.892102,2177874
8/23/1991,31.513691,31.861409,30.423019,30.903118,2240935
8/26/1991,30.619919,31.183986,30.404836,31.054548,2357924
8/27/1991,30.836416,31.578101,30.542459,31.229219,2580621
8/28/1991,31.388207,31.801595,30.09963,30.42369,2020224
8/29/1991,30.072883,30.970413,29.998289,30.725267,2252427
8/30/1991,30.499075,30.611103,29.675935,29.878886,2437450
9/2/1991,30.269125,30.714251,29.870848,30.134632,1748114
9/3/1991,29.824748,30.721018,29.551238,30.501814,4004057
9/4/1991,30.192184,30.854028,29.982101,30.647361,2230329
9/5/1991,31.071924,31.488137,29.330627,29.781593,1070793
9/6/1991,29.871454,30.733694,29.626961,30.456727,1810806
9/9/1991,30.030248,30.237733,29.573704,30.093461,2326754
9/10/1991,30.205767,30.42242,29.559264,29.931673,4243557
9/11/1991,30.335921,30.664148,29.221119,29.676958,1766082
9/12/1991,29.516795,30.45796,29.426459,30.099255,2425166
9/13/1991,29.988068,30.480088,29.812027,29.914098,1332341
9/16/1991,29.926804,30.055326,29.34602,29.424544,4042961
9/17/1991,29.786517,30.286817,29.580202,29.787532,1533176
9/18/1991,29.701278,30.054012,29.27731,29.841994,2718319
9/19/1991,30.078658,30.529149,29.993109,30.223947,3798886
9/20/1991,30.519648,30.837992,29.990761,30.313898,2729776
9/23/1991,30.306341,30.539322,29.580983,30.028298,1065467
9/24/1991,29.553301,29.902805,29.181007,29.241313,737595
9/25/1991,29.108595,29.694908,28.765707,29.394842,1068938
9/26/1991,29.591336,29.807963,29.163387,29.322268,3158812
9/27/1991,29.72839,30.176237,29.308937,29.566235,1721236
9/30/1991,29.468719,29.67101,28.926693,29.359743,3076692
10/1/1991,29.357013,29.981523,28.90841,29.630656,1387879
10/2/1991,29.52682,30.183237,29.191763,29.700637,10386643
10/3/1991,29.988775,30.073683,29.183194,29.37533,2575974
10/4/1991,29.635747,29.763216,28.776153,29.004827,1509000
10/7/1991,29.158226,29.400652,28.007263,28.22994,1965743
10/8/1991,28.324758,29.66361,28.203716,29.214025,4483381
10/9/1991,29.454856,29.636451,29.068593,29.274008,1189049
10/10/1991,29.121316,29.364048,28.436598,28.670536,3447376
10/11/1991,28.828169,29.797506,28.512282,29.422832,2104293
10/14/1991,29.481882,29.586172,28.484434,28.768776,1230979
10/15/1991,28.888717,29.32798,28.177043,28.554449,3484422
10/16/1991,28.71197,28.853694,28.448547,28.515692,2794904
10/17/1991,28.228875,28.937793,27.929611,28.597397,529950
10/18/1991,28.482382,28.881503,28.408312,28.827222,707884
10/21/1991,28.80428,29.303312,27.344749,27.743559,1711692
10/22/1991,27.967066,28.362662,27.219528,27.632937,3203519
10/23/1991,27.662622,27.924582,27.2194,27.3696,2308032
10/24/1991,27.372104,27.700024,26.969684,27.331976,2471136
10/25/1991,26.989937,27.479686,26.618298,27.045292,5735753
10/28/1991,27.172752,27.396791,26.764318,26.895193,2036671
10/29/1991,26.670506,27.215278,26.293218,26.910267,3157820
10/30/1991,26.930099,28.100916,26.806663,27.828637,890623
10/31/1991,27.620398,28.124358,27.2633,27.68748,5477719
11/1/1991,27.618934,28.358881,27.428043,28.136972,500890
11/4/1991,27.795565,28.506086,27.420395,28.278358,975935
11/5/1991,28.027431,28.891672,27.626723,28.39675,2974024
11/6/1991,28.700468,29.155505,28.206479,28.563833,1375000
11/7/1991,28.736148,29.12925,28.613668,28.878004,1517573
11/8/1991,29.166122,29.331435,28.506764,28.572492,2193429
11/11/1991,28.368478,29.435142,28.036752,29.183303,1543000
11/12/1991,29.463795,29.706429,29.124573,29.498734,2010061
11/13/1991,29.295515,29.615892,28.718155,28.960893,1170384
11/14/1991,28.753679,29.155974,27.613712,27.763702,3668455
11/15/1991,28.150975,28.915244,27.829708,28.463437,2672623
11/18/1991,28.238874,28.644933,27.938407,28.446139,1587758
11/19/1991,28.389373,28.777517,27.398724,27.65513,844728
11/20/1991,27.350459,27.706525,27.024976,27.513322,2499668
11/21/1991,27.240222,28.432284,26.818459,28.034212,2735737
11/22/1991,27.772724,27.926458,27.304091,27.820659,1571943
11/25/1991,27.672009,27.93364,27.185957,27.64978,2323177
11/26/1991,27.227558,28.269787,26.920089,28.068583,731931
11/27/1991,28.27906,28.352987,28.009611,28.097968,2475395
11/28/1991,28.413514,28.783411,28.321851,28.450259,2268313
11/29/1991,28.848492,29.200392,28.73023,28.863528,1411807
12/2/1991,28.854687,29.130511,28.374213,28.590557,987050
12/3/1991,28.678101,29.124065,27.79333,28.159786,1271996
12/4/1991,28.008755,28.276016,27.48066,27.831612,1026344
12/5/1991,27.642024,27.857417,27.068008,27.425795,1433874
12/6/1991,27.568759,27.972981,27.104118,27.43617,1772073
12/9/1991,27.541835,27.630439,27.025885,27.281167,10562768
12/10/1991,27.314421,28.077872,27.179311,27.838921,2921591
12/11/1991,28.12954,28.200142,27.71207,27.844169,3368513
12/12/1991,27.694382,27.935641,27.232082,27.86396,2611554
12/13/1991,27.854248,29.170224,27.365647,29.01441,2536868
12/16/1991,28.934617,29.288263,28.151509,28.38659,4808527
12/17/1991,28.100385,28.496486,27.871793,28.309747,878894
12/18/1991,28.246229,29.34574,27.879073,29.254342,897701
12/19/1991,29.307,30.41278,29.056551,29.989303,1421552
12/20/1991,30.268954,30.59667,29.660355,29.906683,938824
12/23/1991,30.475334,30.731443,28.874269,28.971098,4658216
12/24/1991,29.304834,29.774812,28.375732,28.625119,1867278
12/25/1991,28.074834,29.88014,27.587778,29.389148,1982067
12/26/1991,28.997066,29.418425,28.932808,29.202833,1687209
12/27/1991,28.922423,29.797646,28.768784,29.622172,1312695
12/30/1991,29.877286,30.093167,29.079494,29.490385,1714517
12/31/1991,29.415543,29.877255,28.750577,28.864921,1697407
1/1/1992,28.739185,29.361626,28.534944,28.950313,6801471
1/2/1992,29.093856,29.729645,28.786191,29.43787,1526676
1/3/1992,29.951012,30.313108,28.674919,29.025615,781496
1/6/1992,29.192135,29.51077,29.017325,29.299105,5424579
1/7/1992,29.462026,29.941515,29.030465,29.214851,4190019
1/8/1992,28.933268,29.510727,28.74274,29.459888,2806441
1/9/1992,29.337184,29.874199,29.241252,29.696447,1527088
1/10/1992,29.573497,29.729088,29.031414,29.297341,2725909
1/13/1992,28.830547,29.641914,28.35269,29.225309,1511629
1/14/1992,29.195457,29.291293,28.932898,29.138042,2307961
1/15/1992,29.687623,30.08289,28.794804,28.903971,2861757
1/16/1992,28.627385,29.456104,28.137761,29.10066,1699145
1/17/1992,29.180101,30.190839,28.683849,29.950795,1152210
1/20/1992,29.611192,30.796283,29.412722,30.362323,1602062
1/21/1992,30.608005,31.336343,30.204072,31.046078,2442557
1/22/1992,30.795072,31.187626,30.300479,30.784095,1836760
1/23/1992,30.662197,31.666562,30.472791,31.477168,2503835
1/24/1992,31.36091,32.434377,31.241206,32.34733,2052341
1/27/1992,31.957055,32.152554,31.620489,32.070399,1970579
1/28/1992,31.826477,32.481886,31.671744,32.161726,2777904
1/29/1992,32.470455,32.891808,32.191322,32.466445,2912091
1/30/1992,32.10825,32.748631,31.774921,32.428109,2026375
1/31/1992,32.614554,32.736402,32.293138,32.584806,1777204
2/3/1992,32.221561,33.064441,32.076701,32.914303,1332345
2/4/1992,32.814269,32.963573,32.46991,32.707366,1723257
2/5/1992,32.993749,33.191076,32.671228,33.092524,1216808
2/6/1992,32.799233,33.197718,32.382987,32.557048,2953970
2/7/1992,32.548377,32.62211,32.214089,32.267758,2281570
2/10/1992,32.628294,32.748861,32.055102,32.497524,2389922
2/11/1992,32.559804,33.654847,32.441525,33.48078,1823110
2/12/1992,33.423425,34.550371,33.008514,34.100083,7821572
2/13/1992,34.104186,34.489133,33.849381,34.246662,1248902
2/14/1992,34.113881,34.378768,34.001814,34.26247,2045537
2/17/1992,34.291419,34.717523,33.652948,33.999463,1259652
2/18/1992,33.885264,34.313451,33.376027,33.739271,1579459
2/19/1992,33.728184,34.106188,32.668997,32.949571,803722
2/20/1992,32.791855,34.192399,32.336349,33.707525,1979897
2/21/1992,33.583015,33.862787,33.235966,33.558762,2705712
2/24/1992,33.397777,33.894179,32.992008,33.053315,2684305
2/25/1992,32.812563,33.648707,32.325181,33.336722,863806
2/26/1992,32.908234,33.200532,32.6573,32.866477,2983287
2/27/1992,33.232267,33.416335,32.970864,33.19889,1562532
2/28/1992,33.071115,33.447026,32.526014,32.90759,3179848
3/2/1992,32.83001,33.408471,32.415336,33.161107,2661279
3/3/1992,33.059417,33.514443,32.750501,32.891227,2188251
3/4/1992,32.995621,33.235551,32.426689,32.907031,1924629
3/5/1992,32.167773,33.578413,31.9866,33.400234,1597241
3/6/1992,33.483571,33.814899,32.927873,33.220461,2850178
3/9/1992,33.052916,33.768038,32.82779,33.500714,3004192
3/10/1992,33.2976,33.440584,32.321729,32.72924,2615394
3/11/1992,32.832813,33.510059,32.615862,33.353138,3215132
3/12/1992,34.187484,34.38634,33.455795,33.922458,3052015
3/13/1992,33.59785,34.126998,33.462866,33.956995,2077647
3/16/1992,34.09886,35.023418,34.012308,34.621115,1334990
3/17/1992,34.750137,35.33985,34.325515,35.226253,1223684
3/18/1992,35.61592,35.732946,34.647248,35.104072,1925839
3/19/1992,34.845966,35.47503,34.532336,34.976683,2484159
3/20/1992,34.750006,35.072276,34.159656,34.415476,1531984
3/23/1992,34.347918,34.818287,33.958715,34.519157,2273584
3/24/1992,34.601644,34.999701,33.568162,33.879884,11654561
3/25/1992,33.614509,34.613478,33.48638,34.326846,707291
3/26/1992,34.489199,35.062498,33.998297,34.58514,3515807
3/27/1992,34.714481,35.071651,33.351012,33.820009,1020811
3/30/1992,33.86301,34.755075,33.466606,34.386952,944418
3/31/1992,34.418414,34.816542,33.994585,34.166395,1534291
4/1/1992,34.438041,36.116944,33.995085,35.67856,1894024
4/2/1992,35.911214,36.097451,35.414633,35.868371,2139514
4/3/1992,35.358083,36.585211,35.193856,36.440945,3971847
4/6/1992,36.125229,36.421247,35.955535,36.065353,3508172
4/7/1992,36.027238,36.507533,35.567516,35.994442,2898848
4/8/1992,36.21878,36.607556,35.480249,35.812344,1351794
4/9/1992,35.745929,36.212081,34.65293,34.965325,2583957
4/10/1992,34.694152,35.163273,34.308833,34.431256,3286400
4/13/1992,34.721161,35.025371,34.004919,34.447127,3623929
4/14/1992,34.06341,34.654164,33.748268,34.512951,12348108
4/15/1992,35.168747,35.485262,33.720576,33.889372,1140892
4/16/1992,34.17825,34.381759,33.143245,33.589422,1094673
4/17/1992,33.672559,33.90646,32.792098,33.116838,10468180
4/20/1992,33.091845,33.507832,32.749564,33.164354,1763566
4/21/1992,33.153183,33.994012,33.064829,33.57075,1090758
4/22/1992,33.518297,34.103457,33.168279,33.699935,1323186
4/23/1992,33.595623,33.791386,33.438042,33.498005,925096
4/24/1992,33.606693,33.999333,33.361032,33.884868,3041864
4/27/1992,33.611879,34.540212,33.355504,34.134267,9336320
4/28/1992,34.192713,34.457545,34.017052,34.277775,2723499
4/29/1992,34.146152,34.226354,33.766121,33.859704,2997924
4/30/1992,33.824409,34.81512,33.645334,34.388072,2491786
5/1/1992,33.969573,34.766174,33.895632,34.487097,2618499
5/4/1992,34.244279,34.910436,34.12515,34.812344,1989385
5/5/1992,34.370371,34.844636,34.043154,34.581465,1555947
5/6/1992,34.489012,34.824286,34.38723,34.464528,2013691
5/7/1992,34.472674,35.911717,34.258241,35.425606,3876497
5/8/1992,35.181905,35.708018,35.056404,35.301625,1864615
5/11/1992,35.499685,35.737679,34.505619,34.794222,3486366
5/12/1992,34.471703,34.912579,34.385231,34.762152,1856080
5/13/1992,34.677026,34.978429,34.492374,34.835899,2272418
5/14/1992,35.021802,35.907372,34.943267,35.44732,2087834
5/15/1992,35.64304,36.014008,35.006452,35.452097,1088148
5/18/1992,35.929423,36.334567,35.534038,35.641771,2229143
5/19/1992,36.081412,36.773628,35.683852,36.447784,1992933
5/20/1992,36.451102,37.199389,36.034968,36.716963,7024519
5/21/1992,36.89401,37.280252,35.846907,36.320674,3984870
5/22/1992,36.403213,36.579575,35.216521,35.336149,1331582
5/25/1992,35.527829,35.867605,35.014441,35.419522,3226059
5/26/1992,35.470646,35.634233,34.990954,35.327584,6888828
5/27/1992,35.645613,36.061725,35.35428,35.528725,5149545
5/28/1992,35.360098,35.664115,35.208863,35.606097,1282729
5/29/1992,35.542511,35.964689,34.820906,34.889547,3222143
6/1/1992,35.032827,35.170744,34.552982,34.891654,1762880
6/2/1992,34.398269,34.510361,33.941675,34.270518,2087456
6/3/1992,34.098518,34.247731,33.712329,33.911185,4336079
6/4/1992,33.719616,34.737755,33.230864,34.437786,2501509
6/5/1992,34.548382,34.641757,34.226998,34.552501,5730184
6/8/1992,35.226587,35.498836,34.793163,34.910823,1427774
6/9/1992,34.880847,35.120358,34.408151,35.064427,2443595
6/10/1992,35.208317,35.282536,34.466285,34.805004,819769
6/11/1992,35.161388,35.622024,34.715149,35.007542,3557240
6/12/1992,35.216943,35.474179,33.922362,34.09585,3286087
6/15/1992,33.864943,34.857842,33.521269,34.544644,2887662
6/16/1992,34.747851,34.961216,33.857813,34.026598,1401783
6/17/1992,34.042091,34.250569,33.86996,34.152632,2677230
6/18/1992,34.207665,34.578361,33.668125,34.074645,2459947
6/19/1992,33.719592,33.881865,33.421769,33.558375,3914294
6/22/1992,33.655759,33.898623,33.098324,33.316129,3370580
6/23/1992,33.490481,33.674262,33.154764,33.444791,4876800
6/24/1992,33.324348,34.694121,33.199669,34.593902,6048887
6/25/1992,34.664549,35.022354,34.320382,34.640416,2569363
6/26/1992,34.641018,35.991112,34.337198,35.711539,1938873
6/29/1992,35.627332,35.889326,34.354892,34.798767,3724477
6/30/1992,34.967948,35.328223,33.05826,33.445481,2538275
7/1/1992,33.906702,34.04215,32.980715,33.403063,2402130
7/2/1992,32.921514,33.813105,32.432688,33.449966,2545521
7/3/1992,33.755705,34.026102,33.462791,33.605028,1174615
7/6/1992,33.17295,33.421858,32.859165,33.180345,2036006
7/7/1992,33.384874,33.606327,33.008969,33.227962,1214991
7/8/1992,33.490414,33.940574,33.007612,33.208845,2387160
7/9/1992,32.975979,34.187731,32.640604,33.897437,2883556
7/10/1992,33.857697,34.254129,33.409143,34.065811,6468574
7/13/1992,33.772638,35.771143,33.434452,35.517324,2585237
7/14/1992,35.448939,35.785843,34.826702,35.301994,4434305
7/15/1992,35.218984,36.347268,34.755455,35.953602,1199111
7/16/1992,36.276405,37.042762,36.006077,36.574574,4021220
7/17/1992,36.109988,36.29913,34.919873,35.256917,6487970
7/20/1992,35.30738,35.763887,34.826114,35.698999,1158783
7/21/1992,35.525305,35.977699,34.70759,34.974089,2221334
7/22/1992,35.009138,35.278878,34.402539,34.74147,3640235
7/23/1992,34.531492,34.770985,34.19448,34.284059,3702644
7/24/1992,33.976895,35.190687,33.527109,34.782514,4720768
7/27/1992,35.095211,35.336216,33.901953,34.384067,5331072
7/28/1992,34.612025,34.917716,33.327514,33.646832,2892689
7/29/1992,33.763987,34.124139,33.575709,33.827127,978170
7/30/1992,33.765976,34.879554,33.469756,34.608193,2109242
7/31/1992,34.507627,34.730154,33.920879,34.156601,940526
8/3/1992,34.085646,34.70941,33.760186,34.466878,4184153
8/4/1992,34.859943,35.280124,33.198862,33.61454,4986138
8/5/1992,33.335954,34.527594,33.069992,34.436747,2298302
8/6/1992,34.622206,34.836872,34.368219,34.715919,3927153
8/7/1992,34.597636,34.890272,33.757532,34.21764,2655001
8/10/1992,34.177494,35.111152,33.707935,34.678138,2424752
8/11/1992,34.490317,34.702887,34.132315,34.505545,1139234
8/12/1992,34.371637,34.848247,33.797087,34.14482,3923212
8/13/1992,34.157862,34.310365,33.330309,33.762123,5424391
8/14/1992,33.484472,34.636474,33.149486,34.168289,2888016
8/17/1992,34.456229,34.790648,33.352651,33.778995,627784
8/18/1992,33.567975,33.843594,32.559843,32.767208,1775736
8/19/1992,33.231632,33.68232,32.507302,32.608173,2145426
8/20/1992,32.29787,33.581751,32.155993,33.329876,1976506
8/21/1992,33.052984,34.230674,32.903786,34.043891,2313909
8/24/1992,33.92517,33.987508,33.581865,33.860539,597369
8/25/1992,34.166118,34.555854,33.100542,33.460628,896677
8/26/1992,33.10635,33.621158,32.786542,33.232061,1794968
8/27/1992,33.048357,33.301925,32.786984,32.983201,1119569
8/28/1992,33.123633,33.474918,32.330735,32.765431,1261819
8/31/1992,33.148967,33.603247,32.504598,32.769592,1248943
9/1/1992,32.392333,33.530257,32.320364,33.305125,4077175
9/2/1992,33.587916,33.817406,32.826362,32.915094,4130592
9/3/1992,32.95094,33.182475,32.320137,32.606389,2560121
9/4/1992,33.026038,33.163492,32.377208,32.867035,3026425
9/7/1992,33.281713,33.697518,32.62773,33.103182,1057193
9/8/1992,32.970233,33.36752,31.991934,32.252944,1564458
9/9/1992,32.402018,32.505172,31.523167,31.613555,2282670
9/10/1992,31.535109,32.674372,31.311962,32.549688,1351418
9/11/1992,32.790823,33.252395,31.017857,31.316662,4112533
9/14/1992,31.627131,31.841526,31.130099,31.241273,6310927
9/15/1992,31.330115,31.534498,30.024854,30.441734,3744932
9/16/1992,30.101889,30.403329,29.399342,29.58159,2432201
9/17/1992,29.306708,29.799217,28.344916,28.696014,3096497
9/18/1992,28.704336,29.633707,28.424228,29.336771,2159235
9/21/1992,29.481307,29.570312,29.082305,29.455542,1519719
9/22/1992,29.371498,30.462481,29.138094,30.101445,2421510
9/23/1992,30.02524,30.242247,29.785463,30.125461,2248946
9/24/1992,29.992102,31.131411,29.760098,30.755533,1877721
9/25/1992,30.671157,30.881309,30.620023,30.767466,2048198
9/28/1992,30.56102,30.652827,28.868389,29.217709,2688918
9/29/1992,29.257114,29.845036,28.772365,29.370577,1495165
9/30/1992,28.658403,29.506021,28.540581,29.227226,1392425
10/1/1992,29.063266,29.32497,28.612417,29.209764,2373393
10/2/1992,28.996424,29.188625,28.163785,28.663007,1425145
10/5/1992,28.506947,29.46929,28.01482,29.085952,2627722
10/6/1992,29.530263,29.848063,28.116054,28.43643,2793350
10/7/1992,28.161002,29.128971,27.994061,28.858491,4906338
10/8/1992,28.470492,29.108265,28.344574,28.999486,2708405
10/9/1992,28.832274,29.497152,28.492324,29.235681,3838946
10/12/1992,29.025361,29.397259,28.594479,29.219008,1401572
10/13/1992,29.719405,30.169227,29.52944,29.909503,2190467
10/14/1992,30.162637,30.470425,29.691515,30.211141,1403797
10/15/1992,30.322588,30.502355,29.668508,30.162599,1409611
10/16/1992,30.128353,30.322961,28.585765,28.905577,1740522
10/19/1992,28.776095,29.844597,28.604563,29.419095,1977146
10/20/1992,29.694633,30.092096,28.674788,28.728793,3346662
10/21/1992,28.816614,29.209547,27.965934,28.168353,1827160
10/22/1992,27.975839,29.114527,27.777153,28.654054,1651044
10/23/1992,28.707927,29.063696,28.125043,28.554609,1666009
10/26/1992,28.220615,28.628939,27.349704,27.682392,2097908
10/27/1992,27.456605,27.92244,27.143348,27.481829,4313624
10/28/1992,27.451929,28.652525,27.242608,28.164787,1114625
10/29/1992,28.012049,28.643001,27.768839,28.333086,9340972
10/30/1992,28.202137,28.619501,27.92898,28.445779,3567296
11/2/1992,27.958376,28.482686,27.77065,27.987492,928954
11/3/1992,28.594385,29.008396,28.063601,28.292289,883531
11/4/1992,28.255112,28.685457,27.646477,28.130721,5097269
11/5/1992,28.311134,28.856119,28.104197,28.532011,2198761
11/6/1992,28.686288,29.107059,28.012985,28.225738,1910108
11/9/1992,28.399128,29.829946,28.030336,29.378387,2432365
11/10/1992,28.939615,30.116851,28.730779,29.962427,3029442
11/11/1992,29.804711,30.100756,29.613817,29.925377,1482027
11/12/1992,30.009744,30.62342,29.79394,30.194355,3066792
11/13/1992,30.105977,30.552039,29.490873,29.798235,4958077
11/16/1992,29.502634,30.539263,29.334217,30.241164,1437816
11/17/1992,30.145735,30.412361,28.744139,29.064298,3277353
11/18/1992,28.899416,30.128077,28.724252,29.790953,2518068
11/19/1992,30.082081,30.204059,29.781198,30.002497,1776020
11/20/1992,29.921711,30.374273,29.302608,29.603276,8749811
11/23/1992,29.400623,30.835279,29.088167,30.514905,1041548
11/24/1992,30.636525,32.079794,30.148236,31.61059,3385954
11/25/1992,31.268178,31.922885,30.861627,31.707047,3637666
11/26/1992,31.708055,32.04107,31.343244,31.40849,1083209
11/27/1992,31.384268,31.564825,31.094813,31.328952,2267123
11/30/1992,30.96238,32.020646,30.649662,31.697836,4066564
12/1/1992,31.692242,31.922424,31.583655,31.751031,1633756
12/2/1992,31.735033,31.892901,30.854694,31.151878,7331631
12/3/1992,30.903184,31.791214,30.715045,31.311274,1676520
12/4/1992,30.901147,32.122631,30.489658,31.987598,1202589
12/7/1992,32.003625,32.128986,30.861075,31.278896,7108490
12/8/1992,30.995412,31.111422,30.487774,30.821856,1434958
12/9/1992,30.465992,30.759725,30.058052,30.60639,1897802
12/10/1992,30.775596,31.222803,30.474594,30.599315,1912170
12/11/1992,30.274734,31.321401,30.083919,31.117892,16029336
12/14/1992,30.956739,32.054734,30.563161,31.587926,2704041
12/15/1992,31.584748,31.887978,31.15504,31.269381,3088332
12/16/1992,31.417798,31.794639,31.136289,31.469186,2652844
12/17/1992,31.507164,32.082193,31.170896,31.916276,2185202
12/18/1992,32.167243,33.285573,31.819798,32.905557,2068013
12/21/1992,32.872659,33.576128,32.385797,33.102724,2543603
12/22/1992,33.089579,33.684639,33.005804,33.327449,2081709
12/23/1992,33.569206,33.822167,32.985733,33.427064,1424170
12/24/1992,33.187863,33.839054,33.096046,33.368183,2622681
12/25/1992,33.651972,34.042089,32.94891,33.326472,2007283
12/28/1992,33.037454,33.173649,32.18545,32.443694,1666963
12/29/1992,32.264885,32.542167,32.13659,32.250137,962337
12/30/1992,32.060045,32.966238,31.967326,32.601387,1594068
12/31/1992,33.19125,33.674157,32.202476,32.256012,2076932
1/1/1993,32.743977,33.008598,32.460587,32.787284,3702505
1/4/1993,32.915258,33.163663,31.863923,32.039797,982620
1/5/1993,32.235352,32.480194,32.165711,32.349913,2319780
1/6/1993,32.695473,33.047376,32.263544,32.658567,4359352
1/7/1993,32.849528,34.294809,32.706008,33.859574,3440424
1/8/1993,33.733557,33.844331,33.186482,33.581527,1048380
1/11/1993,33.358696,34.028256,32.999581,33.682516,1384410
1/12/1993,33.982765,34.720553,33.557221,34.548953,972753
1/13/1993,34.68843,35.448921,34.415666,35.137543,2084371
1/14/1993,35.286812,35.959366,35.11619,35.747561,1194548
1/15/1993,35.799202,35.947351,35.413721,35.818169,1192702
1/18/1993,35.63596,37.062613,35.258929,36.668307,1389417
1/19/1993,36.382218,38.264772,36.011506,37.889312,3061218
1/20/1993,37.720874,38.318988,37.541472,38.088362,4757096
1/21/1993,37.840565,38.389279,37.35823,38.013026,1800942
1/22/1993,37.912031,38.600924,37.809458,38.47425,6092953
1/25/1993,38.145273,38.963297,37.746851,38.464285,2866167
1/26/1993,38.262111,38.680683,37.791033,38.427819,12346639
1/27/1993,38.718145,39.368397,38.533622,38.961412,5675830
